BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
6885,0.005,0.01,0.03,0.08,3,2.032,36448600.0,"2.6817e+08,2.2348e+08,1.3409e+08","0.01329,0.01107,0.00664","8.0451e+08,6.7043e+08,4.0226e+08","0.32056,0.26713,0.16028",0.5,0.4
6886,0.004,0.012,0.04,0.1,1,7.3152,772750.0,3.0323e+06,0.00398,7.5807e+06,0.07908,0.6,0.1
6887,0.004,0.012,0.04,0.1,2,2.1336,3066500.0,"2.4066e+07,1.6044e+07","0.03721,0.02480","7.2198e+07,4.8132e+07","0.89218,0.59479",0.8,0.1
6888,0.004,0.012,0.04,0.1,2,2.1336,3066500.0,"2.4066e+07,1.6044e+07","0.03721,0.02480","7.2198e+07,4.8132e+07","0.89218,0.59479",0.8,0.1
6889,0.004,0.012,0.04,0.1,1,4.2672,1484000.0,5.8232e+06,0.01218,1.7470e+07,0.29197,0.8,0.1
6890,0.004,0.012,0.04,0.1,2,2.1336,1615000.0,"1.2675e+07,8.4497e+06","0.03721,0.02480","3.8024e+07,2.5349e+07","0.89218,0.59479",0.8,0.1
6891,0.004,0.0099,0.0306,0.075,1,4.2672,144878.0487804878,4.2638e+05,0.00913,1.2791e+06,0.16438,0.6,0.1
6892,0.004,0.0099,0.0306,0.075,1,4.2672,144878.0487804878,4.2638e+05,0.00913,1.2791e+06,0.16438,0.6,0.1
6893,0.004,0.012,0.04,0.1,2,2.1336,259833.3333333333,"2.0392e+06,1.3594e+06","0.03721,0.02480","6.1175e+06,4.0783e+06","0.89218,0.59479",0.8,0.1
6894,0.004,0.012,0.04,0.1,1,4.2672,1470000.0,5.7683e+06,0.01218,1.7305e+07,0.29197,0.8,0.1
6895,0.004,0.0099,0.0306,0.075,2,2.1336,52105263.15789474,"3.0669e+08,2.0446e+08","0.02790,0.01860","9.2007e+08,6.1338e+08","0.50229,0.33486",0.6,0.1
6896,0.004,0.0099,0.0306,0.075,1,4.2672,1067000.0,3.1402e+06,0.00913,9.4205e+06,0.16438,0.6,0.1
6897,0.004,0.0099,0.0306,0.075,1,4.2672,1145000.0,3.3697e+06,0.00913,1.0109e+07,0.16438,0.6,0.1
6898,0.004,0.012,0.04,0.1,2,2.1336,2199000.0,"1.7258e+07,1.1505e+07","0.03721,0.02480","5.1773e+07,3.4516e+07","0.89218,0.59479",0.8,0.1
6899,0.004,0.012,0.04,0.1,2,2.1336,3200500.0,"2.5118e+07,1.6745e+07","0.03721,0.02480","7.5353e+07,5.0235e+07","0.89218,0.59479",0.8,0.1
6900,0.004,0.012,0.04,0.1,2,2.1336,1957500.0,"1.5362e+07,1.0242e+07","0.03721,0.02480","4.6087e+07,3.0725e+07","0.89218,0.59479",0.8,0.1
6901,0.004,0.012,0.04,0.1,2,2.1336,2710000.0,"2.1268e+07,1.4179e+07","0.03721,0.02480","6.3804e+07,4.2536e+07","0.89218,0.59479",0.8,0.1
6902,0.004,0.012,0.04,0.1,2,2.1336,2719500.0,"2.1343e+07,1.4228e+07","0.03721,0.02480","6.4028e+07,4.2685e+07","0.89218,0.59479",0.8,0.1
6903,0.004,0.012,0.04,0.1,2,2.1336,2097000.0,"1.6457e+07,1.0972e+07","0.03721,0.02480","4.9372e+07,3.2915e+07","0.89218,0.59479",0.8,0.1
6904,0.004,0.012,0.04,0.1,2,2.1336,2690000.0,"2.1111e+07,1.4074e+07","0.03721,0.02480","6.3333e+07,4.2222e+07","0.89218,0.59479",0.8,0.1
6905,0.004,0.0099,0.0306,0.075,1,4.2672,1087500.0,3.2005e+06,0.00913,9.6015e+06,0.16438,0.6,0.1
6906,0.004,0.0099,0.0306,0.075,1,4.2672,1188500.0,3.4978e+06,0.00913,1.0493e+07,0.16438,0.6,0.1
6907,0.004,0.0099,0.0306,0.075,1,4.2672,1468000.0,4.3203e+06,0.00913,1.2961e+07,0.16438,0.6,0.1
6908,0.004,0.0099,0.0306,0.075,1,4.2672,1497000.0,4.4057e+06,0.00913,1.3217e+07,0.16438,0.6,0.1
6909,0.004,0.0099,0.0306,0.075,2,2.1336,1166000.0,"6.8631e+06,4.5754e+06","0.02790,0.01860","2.0589e+07,1.3726e+07","0.50229,0.33486",0.6,0.1
6910,0.005,0.01,0.03,0.08,1,7.3152,12272000.0,4.8155e+07,0.00398,9.6311e+07,0.06323,0.5,0.0
6911,0.005,0.01,0.03,0.08,1,7.3152,12272000.0,4.8155e+07,0.00398,9.6311e+07,0.06323,0.5,0.0
6912,0.004,0.0099,0.0306,0.075,1,4.2672,1067000.0,3.1402e+06,0.00913,9.4205e+06,0.16438,0.6,0.1
6913,0.004,0.0099,0.0306,0.075,1,4.2672,1198000.0,3.5257e+06,0.00913,1.0577e+07,0.16438,0.6,0.1
6914,0.004,0.0099,0.0306,0.075,1,4.2672,659000.0,1.9394e+06,0.00913,5.8183e+06,0.16438,0.6,0.1
6915,0.004,0.0099,0.0306,0.075,2,2.1336,1980000.0,"1.1654e+07,7.7695e+06","0.02790,0.01860","3.4963e+07,2.3309e+07","0.50229,0.33486",0.6,0.1
6916,0.004,0.0099,0.0306,0.075,2,2.1336,1057500.0,"6.2244e+06,4.1496e+06","0.02790,0.01860","1.8673e+07,1.2449e+07","0.50229,0.33486",0.6,0.1
6917,0.004,0.0099,0.0306,0.075,1,4.2672,1690500.0,4.9751e+06,0.00913,1.4925e+07,0.16438,0.6,0.1
6918,0.004,0.012,0.04,0.1,1,4.2672,1811500.0,7.1083e+06,0.01218,2.1325e+07,0.29197,0.8,0.1
6919,0.004,0.012,0.04,0.1,1,4.2672,1682000.0,6.6002e+06,0.01218,1.9801e+07,0.29197,0.8,0.1
6920,0.004,0.012,0.04,0.1,2,2.1336,2230000.0,"1.7501e+07,1.1667e+07","0.03721,0.02480","5.2503e+07,3.5002e+07","0.89218,0.59479",0.8,0.1
6921,0.004,0.012,0.04,0.1,2,2.1336,1806000.0,"1.4173e+07,9.4490e+06","0.03721,0.02480","4.2520e+07,2.8347e+07","0.89218,0.59479",0.8,0.1
6922,0.004,0.0099,0.0306,0.075,1,4.2672,1290000.0,3.7965e+06,0.00913,1.1389e+07,0.16438,0.6,0.1
6923,0.004,0.012,0.04,0.1,2,2.1336,3138000.0,"2.4627e+07,1.6418e+07","0.03721,0.02480","7.3881e+07,4.9254e+07","0.89218,0.59479",0.8,0.1
6924,0.004,0.012,0.04,0.1,2,2.1336,2545500.0,"1.9977e+07,1.3318e+07","0.03721,0.02480","5.9931e+07,3.9954e+07","0.89218,0.59479",0.8,0.1
